,location,google_results
670,"St. Andrews, Scotland, UK",90100000
671,"Halifax, Nova Scotia, Canada",48200000
672,"Hyderabad, India",416000000
673," Bratislava, Slovakia",95200000
674," Portland, OR, USA",371000000
675,"Kelowna, BC, Canada",47700000
676," Port Jefferson, NY, USA",53700000
677," Vancouver, B.C., Canada",437000000
678,"Napa, CA, USA",44000000
679," Seattle, WA, USA - Volume 1",245000000
680," Bloomington, Indiana, USA",59900000
681," Boston, MA, USA - Volume 1",171000000
682,"Urbana-Champain, Illinois, USA - Volume 1",6570000
683," Seattle, WA, USA - Volume 2",225000000
684,"Banff, AB, Canada",23400000
685," London, United Kingdom",2290000000
686,"Boca Raton, FL, USA",92300000
687,"Brisbane, Queensland, Australia",251000000
688," Boston, MA, USA - Volume 3",410000000
689," Boston, MA, USA - Volume 2",484000000
690,"Istanbul, Turkey",522000000
691," Seattle, WA, USA - Volume 3",84000000
692,"Chia, Italy",18200000
693,"Heraklion, Crete, Greece",15200000
694," Wien, Austria",212000000
695,"Milwaukee, Wisconsin, USA",234000000
696,"Urbana-Champain, Illinois, USA - Volume 2",6510000
697,"Urbana-Champain, Illinois, USA - Volume 3",5370000
698,"Olympia, Greece",44800000
699," Turin, Italy",74300000
700,"Lafayette, LA, USA",116000000
701,"Tahoe City, California, USA",29100000
702,"Buffalo, NY, USA",530000000
703,"Cambridge, United Kingdom",463000000
704," Salt Lake City, Utah, USA",71600000
705,"Sheffield, UK",195000000
706,"Herndon, VA, , USA",13200000
707," Linköping, Sweden",16600000
708," Reykjavík, Iceland",48300000
709,"Honolulu, Hawaii, USA",87000000
710,"A Coruña, Spain",74200000
711,"Turku, Finland",50300000
712,"Niagara, Canada",109000000
713,"Gubbio, Italy",3070000
714,"Philadephia, Pennsylvania",435000000
715," Bloomingdale, IL, USA. Workshops",5760000
716," Vancouver, BC, Canada",387000000
717,"London, Ontario, Canada",407000000
718,"L'Aquila, Italy",37200000
719," Leipzig, Germany",220000000
720,"Philadelphia, Pennsylvania",435000000
721,"Auckland, New Zealand",835000000
722," Napier University, Edinburgh, UK",4860000
723,"Herstmonceux Castle, Sussex, UK",222000
724,"Évora, Portugal",23400000
725,"Herstmonceux Castle, Sussex - Posters and Demonstrations",66800
726," Bloomingdale, IL, USA - Volume 1",3380000
727,"Bethesda, Maryland",72200000
728," Bloomingdale, IL, USA - Volume 2",2180000
729," San Jose, California, USA",1460000000
730,"Palo Alto, CA, USA",154000000
731," Bloomingdale, IL, USA - Volume 3",1980000
732,"Key West, Florida, USA",343000000
733,"Device-Independent Color, Color Hard Copy, and Graphic Arts 1996",19000000
734,"Urbana-Champaign, Illinois",48700000
735," New Brunswick, NJ, USA",189000000
736,"Tainan, Taiwan",18400000
737,"New Orleans, Louisiana",340000000
738,"Ames, IA, USA",81700000
739," Santiago de Compostela, Spain",23800000
740," Philadelphia, PA, USA",501000000
741,"Wollongong, NSW, Australia",25200000
742,"Curitiba, Brazil",76300000
743,"Klagenfurt, Austria",28000000
744,"Napier University, Edinburgh, UK",4860000
745,"Osaka, Japan",211000000
746," Nagoya, Japan",61900000
747,"Annapolis, MA, USA",18500000
748,"Sunnyvale, California, USA",26800000
749," Taormina, Italy",13000000
750," Avignon, France",74000000
751,"Burlington, Vermont, USA",43800000
752," Pohang, Korea",5180000
753, Hong Kong,1680000000
754,"St. Louis, MO, USA",877000000
755," Lake Tahoe, Nevada, USA",14100000
756," Washington, D.C. USA",1540000000
757,"Thessaloniki, Greece",45900000
758," Sydney, Australia",628000000
759,"Rockville, Maryland",50000000
760,"Olympia, WA, USA",50200000
761,"Zürich, Switzerland (SIGIR Workshop)",82300
762,"Cesme, Turkey",15300000
763,"Xian, Shaanxi, China",13000000
764,"Palma, Spain",113000000
765,"Newcastle Upon Tyne, United Kingdom",56600000
766,"Kyoto,Japan",138000000
767,"Potsdam, Germany (Companion)",15600000
768,"Nice, France - STIA",456000
769," Trento, Italy",56000000
770,"San Francisco, California, USA - Workshops",1030000000
771," Chania, Greece",13500000
772,"Nice, France - Abdominal Imaging",7450000
773,"Galway City, Ireland - SWAIE",99800
774,"Galway City, Ireland",57000000
775,"Gdańsk, Poland - BPMDS / EMMSAD",16600
776," Malmö, Sweden",59600000
777,"San Francsico, CA, USA - Companion",41800000
778,"San Francsico, CA, USA",1610000000
779,"Grenoble, France - JEP",279000
780,"Grenoble, France - TALN",16500000
781,"Grenoble, France - RECITAL",457000
782,"St. Paul, Minnesota, USA",320000000
783,"Liverpool, UK / Vilnius, Lithuania",613000
784,"Stanford University, Palo Alto, California, USA",6360000
785,"Lyon, France - LDOW Workshop",23600000
786,"Manchester, UK - PAAR",14000000
787,"Manchester, UK - UNIF",73300
788,"Manchester, UK - SMT",432000
789,"Lyon, France - Dec3D Workshop",71400
790,"Manchester, UK - COMPARE",71200000
791,"Lyon, France - CrowdSearch Workshop",145000
792,"Lyon, France - TempWeb Workshop",80500
793,"Lyon, France - Companion Volume",8900000
794,"Nice, France - MCBR-CDS",7110000
795,"Okinawa, Japan",68100000
796,"Atibaia, São Paulo, Brazil",2870000
797," Jeju Island, Korea",16000000
798,"Lyon, France - WI&C Workshop",1520
799,"Nice, France - MeshMed",23000
800," Halkidiki, Greece",9250000
801," Halkidiki, Corfu, Greece",1200000
802,"Kralendijk, Bonaire - Workshops",116000
803,"Kralendijk, Bonaire",2930000
804,"Guelph, ON, Canada",37000000
805," Hollywood, California, USA- HotPower",709000
806,"Warwick, UK - Part I",55900000
807,"Warwick, UK - Part II",110000000
808,"Florence, Italy - Workshops",43800000
809,"Bellevue, WA, USA - FOCI",56200
810,"Dresden, Germany - Doctoral Symposium",493000
811,"Bellevue, WA, USA - EVT/WOTE",679
812,"Bellevue, WA, USA - HotSec",210000
813,"Bellevue, WA, USA - HealthSec",66300
814,"Bellevue, WA, USA - CSET",48400000
815,"Sorrento, Naples, Italy",10900000
816,"Kunming, Yunnan Province, China",2390000
817,"Tucson, Arizona, USA - Proceedings",2350000
818,"Las Vegas, NV, USA - Supplement Volume / Workshops",1110000
819,"Poznań, Poland - Workshops",1360000
820,"Ambleside, United Kingdom",1810000
821,"Colchester, UK",36800000
822,"Anchorage, AK, USA",25100000
823,"Munich, Germany / 28. UKPEW 2012",10200
824,"Munich, Germany - Workshops",10300000
825,"Auckland, NZ, New Zealand",133000000
826,"Hollywood, California, USA - MAD",69600000
827,"Brighton, UK - Short and Project Papers",30100000
828,"Newcastle, United Kingdom",145000000
829,"Vic, Catalonia, Spain",12100000
830,"Pasadena, CA, USA - Supplemental Proceedings",693000
831,"Bhubaneswar, Odisa, India",54800000
832,"Recife, Pernambuco, Brazil - Short Papers",7690000
833,"Chicago, IL, USA - BigMine Workshop",206000
834,"Arlington, TX, USA",135000000
835,"Thessaloniki, Greece / Rome, Italy",14600000
836,"Regina, SK, Canada",25000000
837,"Valencia, Spain - BPMDS / EMMSAD",20000
838," Lugano, Switzerland",42900000
839,"Brasília, Brazil",144000000
840,"Rio de Janeiro,Brazil - Companion Volume",14900000
841,"Yangzhou, China",14300000
842,"Delft, Netherlands",38800000
843,"Guanajuato, Mexico - Workshops",14700000
844,"Regina, Saskatchewan, Canada",78900000
845,"Turku, Finland - Selected Papers",811000
846," Santa Cruz, Bolivia",106000000
847,"Lake Buena Vista, FL, USA",6420000
848,"Manchester, U.K. - Workshop on Implementation Technology for Programming Languages based on Logic",2840000
849,"Braga, Portugal",120000000
850,"Chennai, India",359000000
851,"Basel, Switzerland",162000000
852,"Poznan, Poland",104000000
853," Hsinchu, Taiwan",9990000
854," Ancona, Italy",30800000
855,"Kloster Irsee, Germany",331000
856," Fukuoka, Japan",54100000
857,"Scottsdale, Arizona, USA",39800000
858,"Los Angeles, California, USA - Conference Summary",23000000
859,"Clearwater Beach, Florida, USA",42800000
860," Hannover, Germany",230000000
861," Aalborg, Denmark",22600000
862,"Porto Alegre, Brazil",74900000
863," Nova Scotia, Canada",92000000
864,"Amiens, France",48900000
865,"La Jolla, CA, USA",54200000
866," Bethesda, MD, USA",68700000
867,"Praha, Czech Republic",341000000
868," Clearwater Beach, Florida, USA",42800000
869," Perth, Australia",293000000
870,"Orlando, Florida, USA - Volume 5",54400000
871," South Lake Tahoe, California, USA",20400000
872,"Orlando, Florida, USA - Volume 6",73900000
873," Warsaw, Poland",116000000
874," Szklarska Poreba, Poland",679000
875,"Orlando, Florida, USA - Volume 4",152000000
876," Canmore, Alberta, Canada",11000000
877,"Düsseldorf, Germany",199000000
878,"Nassau, The Bahamas",30000000
879,"Orlando, Florida, USA - Volume 3",159000000
880," Las Cruces, New Mexico, USA",17000000
881,"Portland, ME, USA",360000000
882,"Newcastle upon Tyne, UK",52300000
883," Freiburg im Breisgau, Germany",18900000
884," Évora, Portugal",23400000
885,"Orlando, Forida, USA",348000000
886," Big Island of Hawaii, USA",127000000
887,"Glasgow, Scotland, UK",182000000
888,"Ljubljana, Slovenia",59500000
889,"Worcester, MA, USA",70400000
890,"Las Vegas, Nevada, USA - Volume 3",85400000
891," Tbilisi, Republic of Georgia",8530000
892,"Venezia, Italy",145000000
893,"Las Vegas, Nevada, USA - Volume 4",22300000
894,"Las Vegas, Nevada, USA - Volume 5",26000000
895,"Las Vegas, Nevada, USA - Volume 6",24300000
896,"Las Vegas, Nevada, USA - Volume 1",23600000
897," Florence, Italy (Volume 2)",111000000
898," Florence, Italy (Volume 1)",122000000
899,"Warwick University, UK",110000000
900,"Lowell, Massachusetts, USA",22000000
901,"Las Vegas, Nevada, USA - Volume 2",84200000
902,"Orlando, Florida, USA - Volume 2",159000000
903,"Corfu, Greece",27800000
904,"Orlando, Florida, USA - Volume 1",197000000
905,"Funchal, Portugal",17300000
906,"Las Palmas, Gran Canaria, Spain",93200000
907," Austin, TX, USA",792000000
908,"Paphos, Cyprus",27700000
909," San Antonio, Texas, USA",875000000
910," Boca Raton, Florida, USA",67200000
911,"Galway, Ireland",56800000
912,"Utrecht, The Netherlands - Student Session",6610000
913,"Kobe, Japan",141000000
914," Iwate, Japan",9650000
915,"Zaragoza, Spain",92800000
916,"Alicante, Spain - Volume 2",11600000
917,"Alicante, Spain - Volume 1",13800000
918," Hamilton, NZ",186000000
919,"Dagstuhl Castle, Germany",2210000
920," Heidelberg, Germany",137000000
921,"Kansas City, Missouri, USA",453000000
922," Amsterdam, The Netherlands (Part of ETAPS 1999)",484000
923," Santa Clara, CA, USA",191000000
924,"Genova, Italy",62000000
925," Rhodes, Greece",83800000
926,"Cracow, Poland",12000000
927,"Blacksburg, Virginia, USA",10300000
928,"Pasadena, CA, USA",41600000
929,"Kuala Lumpur, Malaysia",213000000
930,"San Juan, Puerto Rico, USA",102000000
931,"Kaohsiung, Taiwan - Volume 3",4240000
932," San Diego, California, USA- HotPower",647000
933,"Nashville, TN, USA - Proceedings",724000
934,"Nashville, TN, USA - Companion",1410000
935,"Daejeon, South Korea",13300000
936,"San Diego, California, USA - SysML",142000
937,"Kaohsiung, Taiwan - Volume 1",4400000
938,"San Jose, California, USA - CSET",1990000000
939,"Nagpur, Maharashtra, India",98400000
940,"San Jose, California, USA - EVT",1090000
941,"San Jose, California, USA - HotSec",463000
942,"San Jose, California, USA - WOOT",796000
943,"Boston, MA, USA - LASCO",1160000
944,"San Francisco, California, USA - LEET",1210000000
945,"San Francisco, California, USA - UPSEC",66500000
946,"San Francisco, California, USA - WOWCS",47000000
947,"Sliema, Malta",9340000
948,"Cancun, Quintana Roo, Mexico",33100000
949,"Stellenbosch, South Africa",20100000
950,"Toronto, Canada (Supplement of Bioinformatics)",850000
951,"Suwon, Korea",14400000
952,"Funchal, Madeira, Portugal - Workshop on Robot Perception",123000
953,"Columbus, OH, USA",317000000
954,"Yorktown Heights, New York, USA",1840000
955,"Chengdu, Sichuan, China",30500000
956,"Tangier, Marrocco",1980000
957,"Guanajuato, México",69900000
958,"Dunedin, Otago, New Zealand",24200000
959,"Toulouse, France - Supplement",15600000
960,"Columbus, Ohio",288000000
961,"Shenzhen, China",193000000
962,"Tenerife, Canary Islands, Spain",15200000
963,"Palisades, New York, USA",7290000
964,"Witten-Bommerholz, Germany",696000
965,"Atlanta, Georgia, USA - Companion Material",74500000
966,"Plymouth, UK",217000000
967,"Beijing, China - LDOW Workshop",65000000
968,"Beijing, China - Weaving Services and People on the World Wide Web",1410000
969,"Ottawa, Ontario, Cannada",215000000
970,"Boston, Massachusetts, USA - Volume 5",494000000
971,"Newport Beach, CA, US",101000000
972,"Boston, Massachusetts, USA - Volume 4",552000000
973,"York, Yorkshire, UK",83700000
974,"Boston, Massachusetts, USA - Volume 3",264000000
975,"Boston, Massachusetts, USA - Volume 2",581000000
976,"Cannes, French Riviera, France",7670000
977,"Boston, Massachusetts, USA - Volume 1",662000000
978,"Milano, Italy - ECS",702000
979,"Vila Velha, Brazil",10500000
980,"Park City, UT, USA",76400000
981,"Kohala Coast, Hawaii, USA",181000
982,"St. Thomas, U.S. Virgin Islands",37000000
983,"Irvine, California, USA - Workshop on Security and Privacy in GIS and LBS",141000
984,"Milano, Italy - Knowledge Management In Action",5190000
985,"Beijing, China - Workshops",13400000
986,"Leicester, United Kingdom",97900000
987,"Napa Valley, California, USA",69700000
988,"Rio de Janeiro, Rio de Janeiro, Brazil",372000000
989,"Osaka, Japan - Workshops",1580000
990,"Cleveland, OH, USA",262000000
991,"Hanover, NH, USA",19200000
992,"Seattle, WA, USA - Workshops",64600000
993,"Reykjavik, Iceland - Part II",60200000
994,"Reykjavik, Iceland - Part I",53400000
995,"Los Angeles, CA, USA - Talks",55300000
996,"Saarbrücken, Germany - Workshops",7560000
997,"Los Angeles, CA, USA - Posters",309000000
998,"Los Angeles, CA, USA - Games",85800000
999,"Hong Kong, China - FOWANC",73000
1000,"Belfast, Ireland",1280000000
1001,"Hong Kong, China - HeterSanet",86900
1002,"Hong Kong, China - MobilityModels",124000
1003,"Los Angeles, CA, USA - Art Gallery",False
1004,"Los Angeles, CA, USA - Computer Animation Festival",15500000
1005,"Los Angeles, CA, USA - New Tech Demos",25600000
1006,"Los Angeles, CA, USA - Classes",435000000
1007,"Los Angeles, CA, USA - Award Recipients",3210000
1008,"Québec City, Canada",405000000
1009,"Newcastle, UK",301000000
1010,"Santander, Cantabria, Spain",12200000
1011,"Vila Velha, Espírito Santo, Brasile",24400000
1012,"Campo Grande, MS, Brazil",37700000
1013,"Gosier, Guadeloupe, France",6520000
1014,"Stony Brook, New York",44900000
1015,"Campinas, São Paulo, Brasil",80200000
1016,"Bali, Indonesia",383000000
1017,"Vila Velha, ES, Brazil",9090000
1018,"Breckenridge, CO, USA - MobiVirt",59100
1019,"Jinan, Shandong, China - Volume 1",3180000
1020,"Jinan, Shandong, China - Volume 7",2180000
1021,"Jinan, Shandong, China - Volume 6",2030000
1022,"Jinan, Shandong, China - Volume 5",2070000
1023,"Jinan, Shandong, China - Volume 4",1860000
1024,"Jinan,Shandong,China - Volume 3",2830000
1025,"Jinan, Shandong, China - Volume 2",2830000
1026,"Lexington, KY, USA",139000000
1027,"Cap Esterel, France",822000
1028,"Leuven, Belgium - Mobile Middleware",115000
1029,"Vancouver, British Columbia, Canada - SRMC",107000
1030,"Vancouver, British Columbia, Canada - SAME",316000000
1031,"Karlsruhe, Germany - Ontology Matching",361000
1032,"Vancouver, British Columbia, Canada - HCC",158000
1033,"Vancouver, British Columbia, Canada - MS",59000000
1034,"Karlsruhe, Germany - Posters & Demos",10400000
1035,"Vancouver, British Columbia, Canada - CommunicabilityMS",79400
1036,"Vancouver, British Columbia, Canada - AREA",394000000
1037,"München, Germany - Intelligente Systeme zur Entscheidungsunterstützung",27500
1038,"München, Germany - PRIMIUM",36000000
1039,"Tenerife, Spain",109000000
1040,"Vancouver, British Columbia, Canada - VNBA",5910000
1041,"Vancouver, British Columbia, Canada - TVS",54400000
1042,"Leuven, Belgium - Middleware Security",118000
1043,"Charlottesville, VA, USA",29800000
1044,"Auckland, New Zealand (in conjuction with VLDB 2008)",29200
1045,"Metz, France / Luxembourg",55700000
1046,"Leuven, Belgium - Companion",1020000
1047,"Leuven, Belgium - Doctoral Symposium",220000
1048,"Campo Grande, Brazil",116000000
1049,"Amsterdam, The Netherlands - MIRW",33600000
1050,"Seattle, WA, USA - PRESTO Workshop",462000
1051,"Worcester, Massachusetts, USA",59400000
1052," Island of Kos, Greece",22600000
1053,"Budapest, Hungary (Part of ETAPS 2008)",450000
1054,"Prato, Italy",47500000
1055,"Puerto de La Cruz, Tenerife, Spain",24500000
1056,"Glasgow, Scotland, United Kingdom",70500000
1057,"Gran Canaria, Canary Islands, Spain",20400000
1058,"Reno, NE, USA",27900000
1059,"Fredericton, NB, Canada",14000000
1060,"Leipzig, Germany - Companion Volume",1770000
1061,"Buffalo, NY, USA - Special Track on Applications",7870000
1062,"Las Vegas, Nevada, USA - Workshop on Knowledge Discovery from Sensor Data",811000
1063,"Zagreb, Croatia",72400000
1064,"Rocquencourt, France / Providence, RI, USA",128000
1065," Shanghai, China",373000000
1066,"L'Aquila, Italy - Workshops",7320000
1067,"Incheon, Korea",1750000000
1068,"Kaiserslautern, Germany - BMI",467000
1069,"Kaiserslautern, Germany- KESE",142000
1070,"Estes Park, CO, USA",16900000
1071,"Detroit, MI, USA",149000000
1072,"Fortaleza, Ceara, Brazil",22000000
1073,"Gosier, Guadeloupe",5460000
1074,"Sackville, New Brunswick, Canada",1280000
1075,"Innsbruck, Austria - Workshops",16200000
1076,"Pisa, ItalyPisa, Italy",353000
